id,drug_id,sentence_index,SSI,UMLS1,SNOMED-CT,UMLS2,SNOMED-CT,mild,moderate,severe,persistent,not-persistent,body-site,rating,drug,class,type,entity_type
305,lexapro.187,3,panic,c0030318/panic/finding,panic (finding) [a3615844/snomedct_us/fn/79823003],,,,,,,,,5,lexapro,ssri,SSI,psychological
306,lexapro.187,3,hypochondria,c0020604/hypochondriasis/mental or behavioral dysfunction,hypochondriasis (disorder) [a3502097/snomedct_us/fn/18193002],,,,,,,,,5,lexapro,ssri,SSI,psychological
307,lexapro.187,3,social anxiey,C0424166 / Social fear / Mental or Behavioral Dysfunction,Social fear (finding) [A3709974/SNOMEDCT_US/FN/247832004],,,,,,,,,5,lexapro,ssri,SSI,psychological
308,lexapro.187,3,obsessive thoughts,c0679048/obsessive thoughts/mental or behavioral dysfunction,no code,C0558066 / Intrusive thoughts / Mental or Behavioral Dysfunction,Intrusive thoughts (finding) [A3522817/SNOMEDCT_US/FN/225445003],,,,,,,5,lexapro,ssri,SSI,cognitive
309,lexapro.187,4,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,lexapro,ssri,SSI,psychological
310,lexapro.189,1,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,lexapro,ssri,SSI,psychological
311,lexapro.189,1,anxiety attacks,C0424166 / Social fear / Mental or Behavioral Dysfunction,Social fear (finding) [A3709974/SNOMEDCT_US/FN/247832004],,,,,,,,,5,lexapro,ssri,SSI,psychological
312,lexapro.189,10,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,lexapro,ssri,SSI,psychological
313,lexapro.193,6,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,lexapro,ssri,SSI,psychological
314,lexapro.193,7,mood swings,c0085633/mood swings/mental or behavioral dysfunction,mood swings (finding) [a3567084/snomedct_us/fn/18963009],,,,,,,,,5,lexapro,ssri,SSI,psychological
315,lexapro.193,7,rage,c0034634/rage/mental process,no code,C0424329 / Outbursts of anger / Finding,Outbursts of anger (finding) [A3611533/SNOMEDCT_US/FN/274951009],,,,,,,5,lexapro,ssri,SSI,psychological
316,lexapro.193,7,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,lexapro,ssri,SSI,psychological
317,lexapro.193,7,stressed out,c0038435/stress/finding,Stress (finding) [A3721256/SNOMEDCT_US/FN/73595000],,,,,,,,,5,lexapro,ssri,SSI,psychological
318,lexapro.193,7,unhappy,c1688635/feeling unhappy/finding,feeling unhappy (finding) [a9406707/snomedct_us/fn/420038007],,,,,,,,,5,lexapro,ssri,SSI,psychological
319,lexapro.193,10,kids' antics wig me out,c0022107/irritable mood/finding,feeling irritable (finding) [a3452820/snomedct_us/fn/55929007],,,,,,,,,5,lexapro,ssri,SSI,psychological
320,lexapro.193,11,terrible time sleeping more than three hours at a time,C0037317 / Sleep disturbances / Sign or Symptom,Disturbance in sleep behavior (finding) [A3401822/SNOMEDCT_US/FN/53888004],,,,,,,,,5,lexapro,ssri,SSI,physiological
321,lexapro.193,11,spent a couple of hours each night tossing and turning,c0235160/restless sleep/sign or symptom,restless sleep (finding) [a3669198/snomedct_us/fn/12262002],,,,,,,,,5,lexapro,ssri,SSI,physiological
322,lexapro.194,6,inner critic,c151063/self-criticism/individual behavior,No code,No code,No code,,,,,,,5,lexapro,ssri,SSI,psychological
323,lexapro.194,10,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,lexapro,ssri,SSI,psychological
324,lexapro.195,1,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,lexapro,ssri,SSI,psychological
325,lexapro.195,1,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,lexapro,ssri,SSI,psychological
326,lexapro.195,1,bipolar,c0005586/bipolar disorder/mental or behavioral dysfunction,bipolar disorder (disorder) [a3811838/snomedct_us/fn/13746004],,,,,,,,,5,lexapro,ssri,SSI,psychological
327,lexapro.196,1,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,lexapro,ssri,SSI,psychological
328,lexapro.196,3,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,lexapro,ssri,SSI,psychological
329,lexapro.196,4,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,lexapro,ssri,SSI,psychological
330,lexapro.197,7,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,lexapro,ssri,SSI,psychological
331,lexapro.197,7,everything stays jumbled up in my head,c0423994/unable to think clearly/mental or behavioral dysfunction,unable to think clearly (finding) [a3770500/snomedct_us/fn/247640008],,,,,,,,,5,lexapro,ssri,SSI,cognitive
332,lexapro.198,4,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,lexapro,ssri,SSI,psychological
333,lexapro.200,4,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,lexapro,ssri,SSI,psychological
334,lexapro.200,4,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,lexapro,ssri,SSI,psychological
335,lexapro.201,7,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,lexapro,ssri,SSI,psychological
336,lexapro.201,8,dwelling on things i can't change,c0679048/obsessive thoughts/mental or behavioral dysfunction,no code,C0558066 / Intrusive thoughts / Mental or Behavioral Dysfunction,Intrusive thoughts (finding) [A3522817/SNOMEDCT_US/FN/225445003],,,,,,,5,lexapro,ssri,SSI,cognitive
337,lexapro.202,2,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,lexapro,ssri,SSI,psychological
338,lexapro.202,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,lexapro,ssri,SSI,psychological
339,lexapro.204,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,lexapro,ssri,SSI,psychological
340,lexapro.204,2,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,lexapro,ssri,SSI,psychological
341,lexapro.205,3,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,lexapro,ssri,SSI,psychological
342,lexapro.205,3,depressed mood,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,lexapro,ssri,SSI,psychological
343,lexapro.207,2,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,lexapro,ssri,SSI,psychological
344,lexapro.207,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,lexapro,ssri,SSI,psychological
345,lexapro.207,19,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,lexapro,ssri,SSI,psychological
346,lexapro.207,19,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,lexapro,ssri,SSI,psychological
347,lexapro.208,5,crying,c0010399/crying/individual behavior,crying (finding) [a3377052/snomedct_us/fn/304534000],,,,,,,,,5,lexapro,ssri,SSI,psychological
348,lexapro.208,6,night sweats,c0028081/night sweats/sign or symptom,night sweats (finding) [a3582199/snomedct_us/fn/42984000],,,,,,,,,5,lexapro,ssri,SSI,physiological
349,lexapro.208,6,fits of rage,c0424329/outbursts of anger/finding,outbursts of anger (finding) [a3611533/snomedct_us/fn/274951009],,,,,,,,,5,lexapro,ssri,SSI,psychological
350,lexapro.209,1,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,lexapro,ssri,SSI,psychological
351,lexapro.209,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,lexapro,ssri,SSI,psychological
352,lexapro.211,4,hardly get out of bed,c0023380/lethargy/sign or symptom,lethargy (finding) [a3536819/snomedct_us/fn/214264003],,,,,,,,,5,lexapro,ssri,SSI,physiological
353,lexapro.211,4,unable to function,c4062591/difficulty in daily functioning/finding,no code,C0557386 / Restricted work performance / Finding ,Restricted work performance (finding) [A3669299/SNOMEDCT_US/FN/224398005],,,,,,,5,lexapro,ssri,SSI,social impact
354,lexapro.212,2,anxiety attacks,c0700031/anxiety attack/mental or behavioral dysfunction,anxiety attack (finding) [a3654527/snomedct_us/fn/300895004],,,,,,,,,5,lexapro,ssri,SSI,psychological
355,lexapro.212,2,weight gain,c0043094/weight gain/finding,weight gain (finding) [a23454849/snomedct_us/fn/8943002],,,,,,,,,5,lexapro,ssri,SSI,physiological
356,lexapro.212,2,night sweats,c0028081/night sweats/sign or symptom,night sweats (finding) [a3582199/snomedct_us/fn/42984000],,,,,,,,,5,lexapro,ssri,SSI,physiological
357,lexapro.213,5,very severe depression,"C1269683/  Major Depressive Disorder / Mental or Behavioral Dysfunction 
",Major depressive disorder (disorder) [A3548382/SNOMEDCT_US/FN/370143000],,,,,very severe,,,,5,lexapro,ssri,SSI,psychological
358,lexapro.213,6,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,lexapro,ssri,SSI,psychological
359,lexapro.217,3,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,lexapro,ssri,SSI,psychological
360,lexapro.217,3,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,lexapro,ssri,SSI,psychological
361,lexapro.217,5,life had literally gotten unbearable,c0582154/difficulty coping/finding,Difficulty coping (finding) [A3394711/SNOMEDCT_US/FN/18232000],,,,,,,,,5,lexapro,ssri,SSI,psychological
362,lexapro.218,2,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,lexapro,ssri,SSI,psychological
363,lexapro.218,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,lexapro,ssri,SSI,psychological
364,zoloft.2,1,bipolar disorder,c0005586/bipolar disorder/mental or behavioral dysfunction,bipolar disorder (disorder) [a3811838/snomedct_us/fn/13746004],,,,,,,,,1,zoloft,ssri,SSI,psychological
365,zoloft.2,3,bipolar disorder,c0005586/bipolar disorder/mental or behavioral dysfunction,bipolar disorder (disorder) [a3811838/snomedct_us/fn/13746004],,,,,,,,,1,zoloft,ssri,SSI,psychological
366,zoloft.3,5,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,zoloft,ssri,SSI,psychological
367,zoloft.5,1,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,zoloft,ssri,SSI,psychological
368,zoloft.5,1,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,zoloft,ssri,SSI,psychological
369,zoloft.8,1,panic attacks,c0086769/panic attacks/mental or behavioral dysfunction,panic attack (finding) [a3615846/snomedct_us/fn/225624000],,,,,,,,,1,zoloft,ssri,SSI,psychological
370,zoloft.8,1,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,zoloft,ssri,SSI,psychological
371,zoloft.11,6,anxious,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,zoloft,ssri,SSI,psychological
372,zoloft.11,6,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,zoloft,ssri,SSI,psychological
373,zoloft.12,9,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,zoloft,ssri,SSI,psychological
374,zoloft.15,3,bipolar,c0005586/bipolar disorder/mental or behavioral dysfunction,bipolar disorder (disorder) [a3811838/snomedct_us/fn/13746004],,,,,,,,,1,zoloft,ssri,SSI,psychological
375,zoloft.15,4,unipolar major depression,c0041696/unipolar depression/mental or behavioral dysfunction,No code,C1269683/  Major Depressive Disorder / Mental or Behavioral Dysfunction,Major depressive disorder (disorder) [A3548382/SNOMEDCT_US/FN/370143000],,,,,,,1,zoloft,ssri,SSI,psychological
376,zoloft.15,5,bipolar,c0005586/bipolar disorder/mental or behavioral dysfunction,bipolar disorder (disorder) [a3811838/snomedct_us/fn/13746004],,,,,,,,,1,zoloft,ssri,SSI,psychological
377,zoloft.15,6, manic depressive,C0005586 / Bipolar Disorder / Mental or Behavioral Dysfunction,Bipolar disorder (disorder) [A3811838/SNOMEDCT_US/FN/13746004],,,,,,,,,1,zoloft,ssri,SSI,psychological
378,zoloft.16,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,zoloft,ssri,SSI,psychological
379,zoloft.21,1,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,zoloft,ssri,SSI,psychological
380,zoloft.26,4, severly depressed,C0344315 / Depressed mood / Finding,Depressed mood (finding) [A16962685/SNOMEDCT_US/FN/366979004],,,,,severly,,,,1,zoloft,ssri,SSI,psychological
381,zoloft.26,7,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,zoloft,ssri,SSI,psychological
382,zoloft.37,3,suicidal,c0438696/suicidal/finding,suicidal (finding) [a3738693/snomedct_us/fn/267073005],,,,,,,,,2,zoloft,ssri,SSI,psychological
383,zoloft.41,1,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,zoloft,ssri,SSI,psychological
384,zoloft.43,2,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,zoloft,ssri,SSI,psychological
385,zoloft.43,5,hypochondria,c0020604/hypochondriasis/mental or behavioral dysfunction,hypochondriasis (disorder) [a3502097/snomedct_us/fn/18193002],,,,,,,,,2,zoloft,ssri,SSI,psychological
386,zoloft.44,1,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,zoloft,ssri,SSI,psychological
387,zoloft.45,3,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,zoloft,ssri,SSI,psychological
388,zoloft.47,2,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,zoloft,ssri,SSI,psychological
389,zoloft.47,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,zoloft,ssri,SSI,psychological
390,zoloft.50,4,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,zoloft,ssri,SSI,psychological
391,zoloft.50,4,feel down,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,zoloft,ssri,SSI,psychological
392,zoloft.51,3,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,zoloft,ssri,SSI,psychological
393,zoloft.51,4,sucide attempt,c0038663/suicide attempt/finding,suicide attempt (event) [a9416520/snomedct_us/fn/82313006],,,,,,,,,2,zoloft,ssri,SSI,psychological
394,zoloft.53,2,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,zoloft,ssri,SSI,psychological
395,zoloft.53,2,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,zoloft,ssri,SSI,psychological
396,zoloft.55,4,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,zoloft,ssri,SSI,psychological
397,zoloft.58,4,excessive crying,"c0438697/crying, excessive/finding","crying, excessive (finding) [a3377058/snomedct_us/fn/162213003]",,,,,,,,,2,zoloft,ssri,SSI,psychological
398,zoloft.58,4,worrying,c0233481/worried/finding,Worried (finding) [A3787347/SNOMEDCT_US/FN/79015004],,,,,,,,,2,zoloft,ssri,SSI,psychological
399,zoloft.58,8,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,zoloft,ssri,SSI,psychological
400,zoloft.59,6,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,zoloft,ssri,SSI,psychological
401,zoloft.61,5,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,3,zoloft,ssri,SSI,psychological
402,zoloft.61,5,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
403,zoloft.62,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
404,zoloft.62,9,feel low,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
405,zoloft.63,3,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
406,zoloft.65,1,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
407,zoloft.65,1,explosive anger,C0424329 / Outbursts of anger / Finding,Outbursts of anger (finding) [A3611533/SNOMEDCT_US/FN/274951009],,,,,,,,,3,zoloft,ssri,SSI,psychological
408,zoloft.66,2,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,3,zoloft,ssri,SSI,psychological
409,zoloft.66,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
410,zoloft.66,4,thought of suicide,c0424000/feeling suicidal (finding)/finding,feeling suicidal (finding) [a3452848/snomedct_us/fn/225457007],,,,,,,,,3,zoloft,ssri,SSI,psychological
411,zoloft.66,9,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
412,zoloft.69,4,feel depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
413,zoloft.69,4,negative thoughts,c1821301/pessimistic thoughts/finding,no code,C0233488 / Feeling despair / Sign or Symptom,Feeling despair (finding) [A3452801/SNOMEDCT_US/FN/17029006],,,,,,,3,zoloft,ssri,SSI,psychological
414,zoloft.71,4,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
415,zoloft.74,2,suicidal,c0438696/suicidal/finding,suicidal (finding) [a3738693/snomedct_us/fn/267073005],,,,,,,,,3,zoloft,ssri,SSI,psychological
416,zoloft.75,4,severe depression ,C1269683/  Major Depressive Disorder / Mental or Behavioral Dysfunction,Major depressive disorder (disorder) [A3548382/SNOMEDCT_US/FN/370143000],,,,,severe ,,,,3,zoloft,ssri,SSI,psychological
417,zoloft.77,4,anger,c0002957/anger/mental process,feeling angry (finding) [a3452793/snomedct_us/fn/75408008],,,,,,,,,3,zoloft,ssri,SSI,psychological
418,zoloft.77,4,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,3,zoloft,ssri,SSI,psychological
419,zoloft.77,6,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
420,zoloft.77,7,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,3,zoloft,ssri,SSI,psychological
421,zoloft.78,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
422,zoloft.80,2,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
423,zoloft.82,2,severe depression.,C1269683/  Major Depressive Disorder / Mental or Behavioral Dysfunction,Major depressive disorder (disorder) [A3548382/SNOMEDCT_US/FN/370143000],,,,,,,,,3,zoloft,ssri,SSI,psychological
424,zoloft.82,3,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
425,zoloft.82,3, rls,C0035258 / Restless Legs Syndrome / Disease or Syndrome,Restless legs (disorder) [A3669195/SNOMEDCT_US/FN/32914008],,,,,,,,,3,zoloft,ssri,SSI,physiological
426,zoloft.82,7,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
427,zoloft.83,4,mood has improved,c0554980/moody (finding)/finding,moody (finding) [a3567091/snomedct_us/fn/286641001],,,,,,,,,3,zoloft,ssri,SSI,psychological
428,zoloft.83,4,weepy,c0424109/weepiness/finding,Crying associated with mood (finding) [A3377054/SNOMEDCT_US/FN/271951008],,,,,,,,,3,zoloft,ssri,SSI,psychological
429,zoloft.85,4,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
430,zoloft.86,10,extreme mood swings,C0085633 / Mood swings / Mental or Behavioral Dysfunction,Mood swings (finding) [A3567084/SNOMEDCT_US/FN/18963009],,,,,extreme ,,,,3,zoloft,ssri,SSI,psychological
431,zoloft.86,10,impatience,c0564566/impatient character/finding,Impatient character (finding) [A3506333/SNOMEDCT_US/FN/286755001],,,,,,,,,3,zoloft,ssri,SSI,psychological
432,zoloft.86,10,anger,c0002957/anger/mental process,feeling angry (finding) [a3452793/snomedct_us/fn/75408008],,,,,,,,,3,zoloft,ssri,SSI,psychological
433,zoloft.87,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
434,zoloft.90,2,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,3,zoloft,ssri,SSI,psychological
435,zoloft.90,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
436,zoloft.91,1,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,3,zoloft,ssri,SSI,psychological
437,zoloft.91,3,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
438,zoloft.91,4,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
439,zoloft.91,5,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
440,zoloft.91,8,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
441,zoloft.92,4,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
442,zoloft.94,9,"9,846 thoughts in 2 minutes",c0554978/racing thoughts/mental or behavioral dysfunction,racing thoughts (finding) [a3656740/snomedct_us/fn/285303006],,,,,,,,,3,zoloft,ssri,SSI,cognitive
443,zoloft.95,2,suicide attempt,c0038663/suicide attempt/finding,suicide attempt (event) [a9416520/snomedct_us/fn/82313006],,,,,,,,,3,zoloft,ssri,SSI,psychological
444,zoloft.95,4,balance my mood,c0554980/moody (finding)/finding,moody (finding) [a3567091/snomedct_us/fn/286641001],,,,,,,,,3,zoloft,ssri,SSI,psychological
445,zoloft.95,4,mania,c0564408/manic mood/finding,manic mood (finding) [a3889319/snomedct_us/fn/405273008],,,,,,,,,3,zoloft,ssri,SSI,psychological
446,zoloft.96,1,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,3,zoloft,ssri,SSI,psychological
447,zoloft.97,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
448,zoloft.97,2,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,3,zoloft,ssri,SSI,psychological
449,zoloft.99,3,feeling suicidal,c0424000/feeling suicidal (finding)/finding,feeling suicidal (finding) [a3452848/snomedct_us/fn/225457007],,,,,,,,,3,zoloft,ssri,SSI,psychological
450,zoloft.100,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,zoloft,ssri,SSI,psychological
451,zoloft.100,2,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,3,zoloft,ssri,SSI,psychological
452,zoloft.104,2,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,4,zoloft,ssri,SSI,psychological
453,zoloft.104,2,suicidal thoughts,c0424000/feeling suicidal (finding)/finding,feeling suicidal (finding) [a3452848/snomedct_us/fn/225457007],,,,,,,,,4,zoloft,ssri,SSI,psychological
454,zoloft.104,3,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,4,zoloft,ssri,SSI,psychological
455,zoloft.104,3,self-destructive urges,c0849958/feeling self destructive/mental or behavioral dysfunction,No code ,No code,No code,,,,,,,4,zoloft,ssri,SSI,psychological
456,zoloft.104,5,miserable,c2939176/feeling miserable/sign or symptom,no code,C0231218 / Malaise / Sign or Symptom, Malaise (finding) [A3548531/SNOMEDCT_US/FN/367391008],,,,,,,4,zoloft,ssri,SSI,psychological
457,zoloft.104,5,irritable,c0022107/irritable mood/finding,feeling irritable (finding) [a3452820/snomedct_us/fn/55929007],,,,,,,,,4,zoloft,ssri,SSI,psychological
458,zoloft.104,8,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,4,zoloft,ssri,SSI,psychological
