id,drug_id,sentence_index,ADRs,UMLS1,SNOMED-CT,UMLS2,SNOMED-CT,mild,moderate,severe,persistent,not-persistent,body-site,rating,drug,class,type,entity_type
1343,zoloft.12,6,carrying out 'risky' behaviours,C0086931 / Risk Behavior / Individual Behavior,No code,C0563158 / Compulsion to act on dangerous thoughts / Mental or Behavioral Dysfunction,Compulsion to act on dangerous thoughts (finding) [A3365765/SNOMEDCT_US/FN/285255005],,,,,,,1,zoloft,ssri,ADR,psychological
1344,zoloft.12,6,ended up in the emergency department,C0583237 / Emergency room admission / Health Care Activity,Emergency room admission (procedure) [A3413006/SNOMEDCT_US/FN/50849002],,,,,,,,,1,zoloft,ssri,ADR,social impact
1345,zoloft.12,6,over-dosing,C0029944 / Drug Overdose / Injury or Poisoning,Drug overdose (disorder) [A3406583/SNOMEDCT_US/FN/55680006],,,,,,,,,1,zoloft,ssri,ADR,psychological
1346,zoloft.12,11,risky suicidal behaviours,C1760428 / Suicidal behavior / Finding,Suicidal behavior (finding) [A11735885/SNOMEDCT_US/FN/425104003],,,,,,,,,1,zoloft,ssri,ADR,psychological
1347,zoloft.13,1,incontinence,C0021167 / Incontinence / Disease or Syndrome,Incontinence (finding) [A3508351/SNOMEDCT_US/FN/48340000],,,,,,,,,1,zoloft,ssri,ADR,physiological
1348,zoloft.14,1,weight gain,C0043094 / Weight Gain / Finding,Weight gain (finding) [A23454849/SNOMEDCT_US/FN/8943002],,,,,,,,,1,zoloft,ssri,ADR,physiological
1349,zoloft.14,1,no sexual feelings at all,C2981158 / Lack of libido / Finding,Lack of libido (finding) [A3531164/SNOMEDCT_US/FN/248096004],,,,,,,,,1,zoloft,ssri,ADR,physiological
1350,zoloft.14,1,inability to reach orgasm,C0234022 / Orgasm incapacity / Mental or Behavioral Dysfunction,Orgasm incapacity (finding) [A3603435/SNOMEDCT_US/FN/62607004],,,,,,,,,1,zoloft,ssri,ADR,physiological
1351,zoloft.14,1,terrible night sweats,C0028081 / Night sweats / Sign or Symptom,Night sweats (finding) [A3582199/SNOMEDCT_US/FN/42984000],,,,,terrible,,,,1,zoloft,ssri,ADR,physiological
1352,zoloft.14,1,tremor in hands,C0239842 / Tremor of hands / Finding,No code,C0040822 / Tremor / Sign or Symptom,Tremor (finding) [A3763399/SNOMEDCT_US/FN/26079004],,,,,,,1,zoloft,ssri,ADR,physiological
1353,zoloft.14,1,headaches,C0018681 / Headache / Sign or Symptom,Headache (finding) [A3487586/SNOMEDCT_US/FN/25064002],,,,,,,,,1,zoloft,ssri,ADR,physiological
1354,zoloft.14,1,feeling of foggyness,C0859330 / Foggy feeling in head / Finding,No code,C0683369 / Clouded consciousness / Sign or Symptom,Clouded consciousness (finding) [A3360409/SNOMEDCT_US/FN/40917007],,,,,,,1,zoloft,ssri,ADR,cognitive
1355,zoloft.14,1,fatigue,C0015672 / Fatigue / Sign or Symptom,Fatigue (finding) [A3452006/SNOMEDCT_US/FN/84229001],,,,,,,,,1,zoloft,ssri,ADR,physiological
1356,zoloft.15,1,completely freaked out,C0085631 / Agitation / Sign or Symptom,Feeling agitated (finding) [A3452791/SNOMEDCT_US/FN/24199005],,,,,completely,,,,1,zoloft,ssri,ADR,psychological
1357,zoloft.15,2,thought about suicide,C0424000 / Feeling suicidal (finding) / Finding,Feeling suicidal (finding) [A3452848/SNOMEDCT_US/FN/225457007],,,,,,,,,1,zoloft,ssri,ADR,psychological
1358,zoloft.16,1,severe agitation,C0085631 / Agitation / Sign or Symptom,Feeling agitated (finding) [A3452791/SNOMEDCT_US/FN/24199005],,,,,severe,,,,1,zoloft,ssri,ADR,psychological
1359,zoloft.16,1,really lightheadnessed,C0220870 / Lightheadedness / Sign or Symptom,Lightheadedness (finding) [A3538929/SNOMEDCT_US/FN/386705008],,,,,really,,,,1,zoloft,ssri,ADR,physiological
1360,zoloft.16,1,suicidal thoughts,C0424000 / Feeling suicidal (finding) / Finding,Feeling suicidal (finding) [A3452848/SNOMEDCT_US/FN/225457007],,,,,,,,,1,zoloft,ssri,ADR,psychological
1361,zoloft.16,3,being sick all the time,C0857027 / Feeling Sick / Sign or Symptom,No code,C0231218 / Malaise / Sign or Symptom, Malaise (finding) [A3548531/SNOMEDCT_US/FN/367391008],,,,all the time,,,1,zoloft,ssri,ADR,physiological
1362,zoloft.16,4,sevre visual disturbances,C0547030 / Visual disturbance / Sign or Symptom,Visual alteration (finding) [A3782624/SNOMEDCT_US/FN/131182003],,,,,sevre,,,,1,zoloft,ssri,ADR,physiological
1363,zoloft.16,4, extreme weakness,C3714552 / Weakness / Sign or Symptom,No code,C0004093 / Asthenia / Sign or Symptom,Asthenia (finding) [A3723754/SNOMEDCT_US/FN/13791008],,, extreme,,,,1,zoloft,ssri,ADR,physiological
1364,zoloft.17,2,horrible anxiety,C0231403/Severe anxiety (panic)/Finding,Severe anxiety (panic) (finding) [A3703155/SNOMEDCT_US/FN/80583007],,,,,horrible,,,,1,zoloft,ssri,ADR,psychological
1365,zoloft.17,4,slept a lot,C0917799 / Hypersomnia / Disease or Syndrome,Hypersomnia (disorder) [A3501498/SNOMEDCT_US/FN/77692006],,,,,a lot,,,,1,zoloft,ssri,ADR,physiological
1366,zoloft.17,4,had no appetite,C1971624 / Loss of appetite (finding) / Finding,Loss of appetite (finding) [A3543103/SNOMEDCT_US/FN/79890006],,,,,,,,,1,zoloft,ssri,ADR,physiological
1367,zoloft.17,4,lost weight,C1262477 / Weight decreased / Finding,Weight loss (finding) [A23455698/SNOMEDCT_US/FN/89362005],,,,,,,,,1,zoloft,ssri,ADR,physiological
1368,zoloft.17,4,felt like i was not myself ,C0011551 / Depersonalization / Mental or Behavioral Dysfunction,Depersonalization (finding) [A3388831/SNOMEDCT_US/FN/79499004],,,,,,,,,1,zoloft,ssri,ADR,psychological
1369,zoloft.17,5,nervous breakdown,C0221508 / Nervous breakdown / Mental or Behavioral Dysfunction,No code,C0085631 / Agitation / Sign or Symptom,Feeling agitated (finding) [A3452791/SNOMEDCT_US/FN/24199005],,,,,,,1,zoloft,ssri,ADR,psychological
1370,zoloft.17,6,yawning a lot,C0235207 / Yawning excessive / Finding,No code,C0043387 / Yawning / Finding,Yawning (finding) [A3788413/SNOMEDCT_US/FN/248626009],,,,,,,1,zoloft,ssri,ADR,physiological
1371,zoloft.17,7,felt so weird all the time,C0857105 / Weird feeling / Finding,No code,C0231218/ Malaise / Sign or Symptom,Undifferentiated illness: Vague ill health (finding) [A3771172/SNOMEDCT_US/FN/248282002],,,so,all the time,,,1,zoloft,ssri,ADR,psychological
1372,zoloft.18,1,weight gain,C0043094 / Weight Gain / Finding,Weight gain (finding) [A23454849/SNOMEDCT_US/FN/8943002],,,,,,,,,1,zoloft,ssri,ADR,physiological
1373,zoloft.18,1,no sexual feelings,C2981158 / Lack of libido / Finding,Lack of libido (finding) [A3531164/SNOMEDCT_US/FN/248096004],,,,,,,,,1,zoloft,ssri,ADR,physiological
1374,zoloft.18,1,inability to reach orgasm,C0234022 / Orgasm incapacity / Mental or Behavioral Dysfunction,Orgasm incapacity (finding) [A3603435/SNOMEDCT_US/FN/62607004],,,,,,,,,1,zoloft,ssri,ADR,physiological
1375,zoloft.18,1,terrible night sweats,C0028081 / Night sweats / Sign or Symptom,Night sweats (finding) [A3582199/SNOMEDCT_US/FN/42984000],,,,,terrible,,,,1,zoloft,ssri,ADR,physiological
1376,zoloft.18,1,tremor in hands,C0239842 / Tremor of hands / Finding,No code,C0040822 / Tremor / Sign or Symptom,Tremor (finding) [A3763399/SNOMEDCT_US/FN/26079004],,,,,,,1,zoloft,ssri,ADR,physiological
1377,zoloft.18,1,headaches,C0018681 / Headache / Sign or Symptom,Headache (finding) [A3487586/SNOMEDCT_US/FN/25064002],,,,,,,,,1,zoloft,ssri,ADR,physiological
1378,zoloft.19,1,distrust of all include myself,C1456784 / Paranoia / Mental or Behavioral Dysfunction,Paranoid disorder (disorder) [A3617309/SNOMEDCT_US/FN/191667009],,,,,,,,,1,zoloft,ssri,ADR,psychological
1379,zoloft.19,1,insomnia,C0917801 / Sleeplessness / Sign or Symptom,Insomnia (disorder) [A3517153/SNOMEDCT_US/FN/193462001],,,,,,,,,1,zoloft,ssri,ADR,physiological
1380,zoloft.19,1,dizziness,C0012833 / Dizziness / Sign or Symptom,Dizziness (finding) [A3887130/SNOMEDCT_US/FN/404640003],,,,,,,,,1,zoloft,ssri,ADR,physiological
1381,zoloft.19,1,lose weigh,C1262477 / Weight decreased / Finding,Weight loss (finding) [A23455698/SNOMEDCT_US/FN/89362005],,,,,,,,,1,zoloft,ssri,ADR,physiological
1382,zoloft.19,1,anxiety,C0003467 / Anxiety / Finding,Anxiety (finding) [A3654171/SNOMEDCT_US/FN/48694002],,,,,,,,,1,zoloft,ssri,ADR,psychological
1383,zoloft.19,1,panic attack,C0086769 / Panic Attacks / Mental or Behavioral Dysfunction,Panic attack (finding) [A3615846/SNOMEDCT_US/FN/225624000],,,,,,,,,1,zoloft,ssri,ADR,psychological
1384,zoloft.19,1,swoon,C0039070 / Syncope / Sign or Symptom,Syncope (disorder) [A3744408/SNOMEDCT_US/FN/271594007],,,,,,,,,1,zoloft,ssri,ADR,physiological
1385,zoloft.20,1,diarrhea,C0011991 / Diarrhea / Sign or Symptom,Diarrhea (finding) [A3393292/SNOMEDCT_US/FN/62315008],,,,,,,,,1,zoloft,ssri,ADR,physiological
1386,zoloft.20,3,sweating profusely,C0700590 / Increased sweating / Sign or Symptom,Excessive sweating (finding) [A3440966/SNOMEDCT_US/FN/52613005],,,,,profusely,,,,1,zoloft,ssri,ADR,physiological
1387,zoloft.20,4,nausea,C0027497 / Nausea / Sign or Symptom,Nausea (finding) [A11740391/SNOMEDCT_US/FN/422587007],,,,,,,,,1,zoloft,ssri,ADR,physiological
1388,zoloft.20,4,listlessness,C0023380 / Lethargy / Sign or Symptom,Lethargy (finding) [A3536819/SNOMEDCT_US/FN/214264003],,,,,,,,,1,zoloft,ssri,ADR,physiological
1389,zoloft.20,5,tried to go to work but could not,C1283330 / Absenteeism at work / Individual Behavior,Absenteeism at work (finding) [A3375592/SNOMEDCT_US/FN/360484006],,,,,,,,,1,zoloft,ssri,ADR,social impact
1390,zoloft.20,6,feeling nauseated,C0027497 / Nausea / Sign or Symptom,Nausea (finding) [A11740391/SNOMEDCT_US/FN/422587007],,,,,,,,,1,zoloft,ssri,ADR,physiological
1391,zoloft.20,6,feeling listless,C0023380 / Lethargy / Sign or Symptom,Lethargy (finding) [A3536819/SNOMEDCT_US/FN/214264003],,,,,,,,,1,zoloft,ssri,ADR,physiological
1392,zoloft.21,1,sent my anxiety through the roof,C0231403/Severe anxiety (panic)/Finding,Severe anxiety (panic) (finding) [A3703155/SNOMEDCT_US/FN/80583007],,,,, through the roof,,,,1,zoloft,ssri,ADR,psychological
1393,zoloft.21,1,racing thoughts,C0554978 / Racing thoughts / Mental or Behavioral Dysfunction,Racing thoughts (finding) [A3656740/SNOMEDCT_US/FN/285303006],,,,,,,,,1,zoloft,ssri,ADR,cognitive
1394,zoloft.21,1,didnt sleep on it ,C0424565 / Cannot sleep at all / Finding,Cannot sleep at all (finding) [A3337463/SNOMEDCT_US/FN/248255005],,,,,,,,,1,zoloft,ssri,ADR,physiological
1395,zoloft.21,1,volcano of negative emotions racing inside me,C4061386 / Overwhelming negative feelings / Finding,No code,C0424004 / Negative automatic thoughts / Finding ,Negative automatic thoughts (finding) [A3576370/SNOMEDCT_US/FN/247653006],,,,,,,1,zoloft,ssri,ADR,psychological
1396,zoloft.21,2,ended up physch primary care,C0583786 / Seen in psychiatry day hospital / Finding,Seen in psychiatry day hospital (finding) [A3698771/SNOMEDCT_US/FN/305908005],,,,,,,,,1,zoloft,ssri,ADR,social impact
1397,zoloft.22,1,night terrors,C0037320 / Night Terrors / Mental or Behavioral Dysfunction,Sleep terror disorder (disorder) [A3708916/SNOMEDCT_US/FN/89675003],,,,,,,,,1,zoloft,ssri,ADR,psychological
1398,zoloft.22,1,vivid dreams,C0344320 / Detailed recall of dream / Finding,Detailed recall of dream (finding) [A3390687/SNOMEDCT_US/FN/247953009],,,,,,,,,1,zoloft,ssri,ADR,psychological
1399,zoloft.22,1,nightmares,C0028084 / Nightmares / Sign or Symptom,Nightmares (finding) [A9411016/SNOMEDCT_US/FN/419145002],,,,,,,,,1,zoloft,ssri,ADR,psychological
1400,zoloft.22,2,auditory hallucinations everyday,"C0233762 / Hallucinations, Auditory / Sign or Symptom",Auditory hallucinations (finding) [A3748712/SNOMEDCT_US/FN/45150006],,,,,,everyday,,,1,zoloft,ssri,ADR,psychological
1401,zoloft.23,1,severe teeth clenching,C0424444 / Clenching teeth / Finding,Clenching teeth (finding) [A3356349/SNOMEDCT_US/FN/110302009],,,,,severe,,,,1,zoloft,ssri,ADR,physiological
1402,zoloft.23,1,tmj ,C0039494 / Temporomandibular Joint Disorders / Disease or Syndrome,Temporomandibular joint disorder (disorder) [A3749336/SNOMEDCT_US/FN/41888000],,,,,,,,,1,zoloft,ssri,ADR,physiological
1403,zoloft.23,1,excruciating headaches ,C2957106 / severe headache / Sign or Symptom,No code,C0018681 / Headache / Sign or Symptom,Headache (finding) [A3487586/SNOMEDCT_US/FN/25064002],,,excruciating,,,,1,zoloft,ssri,ADR,physiological
1404,zoloft.23,2,clenching,C0424444 / Clenching teeth / Finding,Clenching teeth (finding) [A3356349/SNOMEDCT_US/FN/110302009],,,,,,,,,1,zoloft,ssri,ADR,physiological
1405,zoloft.23,3,migraine,C0149931 / Migraine Disorders / Disease or Syndrome,Migraine (disorder) [A3563689/SNOMEDCT_US/FN/37796009],,,,,,,,,1,zoloft,ssri,ADR,physiological
1406,zoloft.24,1,excessive sweating,C0700590 / Increased sweating / Sign or Symptom,Excessive sweating (finding) [A3440966/SNOMEDCT_US/FN/52613005],,,,,excessive ,,,,1,zoloft,ssri,ADR,physiological
1407,zoloft.24,1,nervousness,C0849963 / Feeling nervous / Sign or Symptom,Feeling nervous (finding) [A11738758/SNOMEDCT_US/FN/424196004],,,,,,,,,1,zoloft,ssri,ADR,psychological
1408,zoloft.24,1,sick stomach,C0848290 / sick to stomach / Sign or Symptom,No code,C0027497 / Nausea / Sign or Symptom,Nausea (finding) [A11740391/SNOMEDCT_US/FN/422587007],,,,,,,1,zoloft,ssri,ADR,physiological
1409,zoloft.24,1,zombie-like feeling,C0857486 / Felt like a zombie / Finding,No code,C0233484 / Emotionally detached / Finding,Emotionally detached (finding) [A3413164/SNOMEDCT_US/FN/24936000],,,,,,,1,zoloft,ssri,ADR,psychological
1410,zoloft.24,1,tiredness,C0557875 / Tired / Sign or Symptom,Tired (finding) [A3756286/SNOMEDCT_US/FN/224960004],,,,,,,,,1,zoloft,ssri,ADR,physiological
1411,zoloft.25,1,extreme nervousness,C0849963 / Feeling nervous / Sign or Symptom,Feeling nervous (finding) [A11738758/SNOMEDCT_US/FN/424196004],,,,,extreme,,,,1,zoloft,ssri,ADR,psychological
1412,zoloft.25,1,uncontrollable urge for innappropriate laughter,C0424304 / Inappropriate laughter / Finding,Inappropriate laughter (finding) [A3507080/SNOMEDCT_US/FN/247985007],,,,,uncontrollable urge,,,,1,zoloft,ssri,ADR,psychological
1413,zoloft.25,1,emotional numbness,C0233484 / Emotionally detached / Finding,Emotionally detached (finding) [A3413164/SNOMEDCT_US/FN/24936000],,,,,,,,,1,zoloft,ssri,ADR,psychological
1414,zoloft.25,1,profuse sweating,C0700590 / Increased sweating / Sign or Symptom,Excessive sweating (finding) [A3440966/SNOMEDCT_US/FN/52613005],,,,,,,,,1,zoloft,ssri,ADR,physiological
1415,zoloft.27,1,total loss of libido,C2981158 / Lack of libido / Finding,Lack of libido (finding) [A3531164/SNOMEDCT_US/FN/248096004],,,,,total,,,,1,zoloft,ssri,ADR,physiological
1416,zoloft.27,1,horrific nightmares,C0028084 / Nightmares / Sign or Symptom,Nightmares (finding) [A9411016/SNOMEDCT_US/FN/419145002],,,,,horrific,,,,1,zoloft,ssri,ADR,psychological
1417,zoloft.27,1,insomnia,C0917801 / Sleeplessness / Sign or Symptom,Insomnia (disorder) [A3517153/SNOMEDCT_US/FN/193462001],,,,,,,,,1,zoloft,ssri,ADR,physiological
1418,zoloft.27,1,weight fluctuations,C0241729 / Weight fluctuates / Finding,Weight fluctuates (finding) [A3785584/SNOMEDCT_US/FN/248332009],,,,,,,,,1,zoloft,ssri,ADR,physiological
1419,zoloft.27,1,irritability,C0022107 / Irritable Mood / Finding,Feeling irritable (finding) [A3452820/SNOMEDCT_US/FN/55929007],,,,,,,,,1,zoloft,ssri,ADR,psychological
1420,zoloft.27,1,angry all the time,C0002957 / Anger / Mental Process,Feeling angry (finding) [A3452793/SNOMEDCT_US/FN/75408008],,,,,,all the time,,,1,zoloft,ssri,ADR,psychological
1421,zoloft.27,2,absolutely no sex drive,C2981158 / Lack of libido / Finding,Lack of libido (finding) [A3531164/SNOMEDCT_US/FN/248096004],,,,,,,,,1,zoloft,ssri,ADR,physiological
1422,zoloft.27,3,nightmares,C0028084 / Nightmares / Sign or Symptom,Nightmares (finding) [A9411016/SNOMEDCT_US/FN/419145002],,,,,,,,,1,zoloft,ssri,ADR,psychological
1423,zoloft.27,4,sleeping in odd patterns,C0150079 / Sleep pattern disturbance / Finding,Sleep pattern disturbance (finding) [A7881932/SNOMEDCT_US/FN/26677001],,,,,,,,,1,zoloft,ssri,ADR,physiological
1424,zoloft.27,5,"weight would increase, then decrease, then increase again",C0241729 / Weight fluctuates / Finding,Weight fluctuates (finding) [A3785584/SNOMEDCT_US/FN/248332009],,,,,,,,,1,zoloft,ssri,ADR,physiological
1425,zoloft.27,6,so angry ,C0002957 / Anger / Mental Process,Feeling angry (finding) [A3452793/SNOMEDCT_US/FN/75408008],,,,,so,,,,1,zoloft,ssri,ADR,psychological
1426,zoloft.27,6,irritable,C0022107 / Irritable Mood / Finding,Feeling irritable (finding) [A3452820/SNOMEDCT_US/FN/55929007],,,,,,,,,1,zoloft,ssri,ADR,psychological
1427,zoloft.27,6,couldn't be around anyone because i would become violent at nothing,C0554985 / Aggressive outburst / Mental or Behavioral Dysfunction,Aggressive outburst (finding) [A3527096/SNOMEDCT_US/FN/192083006],,,,,,,,,1,zoloft,ssri,ADR,psychological
1428,zoloft.28,1,knocked out feeling,C0560617 / Knocked out / Finding,Knocked out (disorder) [A3529415/SNOMEDCT_US/FN/282750008],,,,,,,,,1,zoloft,ssri,ADR,physiological
1429,zoloft.28,1,extreme yawning,C0235207 / Yawning excessive / Finding,No code,C0043387 / Yawning / Finding,Yawning (finding) [A3788413/SNOMEDCT_US/FN/248626009],,,extreme,,,,1,zoloft,ssri,ADR,physiological
1430,zoloft.28,1,foggy brain,C0859330 / Foggy feeling in head / Finding,No code,C0683369 / Clouded consciousness / Sign or Symptom,Clouded consciousness (finding) [A3360409/SNOMEDCT_US/FN/40917007],,,,,,,1,zoloft,ssri,ADR,cognitive
1431,zoloft.28,1,absolutely no sleep at 3 consecutive nights,C0424565 / Cannot sleep at all / Finding,Cannot sleep at all (finding) [A3337463/SNOMEDCT_US/FN/248255005],,,,,,,3 consecutive nights,,1,zoloft,ssri,ADR,physiological
1432,zoloft.29,1,didnt feel like myself,C0011551 / Depersonalization / Mental or Behavioral Dysfunction,Depersonalization (finding) [A3388831/SNOMEDCT_US/FN/79499004],,,,,,,,,1,zoloft,ssri,ADR,psychological
1433,zoloft.29,1,irritability,C0022107 / Irritable Mood / Finding,Feeling irritable (finding) [A3452820/SNOMEDCT_US/FN/55929007],,,,,,,,,1,zoloft,ssri,ADR,psychological
1434,zoloft.29,2,loss of feelings,C0456820 / Loss of capacity to feel emotions / Mental or Behavioral Dysfunction,Loss of capacity to feel emotions (finding) [A3543115/SNOMEDCT_US/FN/45991007],,,,,,,,,1,zoloft,ssri,ADR,psychological
1435,zoloft.29,4,walking zombie,C0857486 / Felt like a zombie / Finding,No code,C0233484 / Emotionally detached / Finding,Emotionally detached (finding) [A3413164/SNOMEDCT_US/FN/24936000],,,,,,,1,zoloft,ssri,ADR,psychological
1436,zoloft.30,1,nausea,C0027497 / Nausea / Sign or Symptom,Nausea (finding) [A11740391/SNOMEDCT_US/FN/422587007],,,,,,,,,1,zoloft,ssri,ADR,physiological
1437,zoloft.30,1,gases,C0596601 / gastrointestinal gas / Sign or Symptom,No code,"C0235698 / Abdominal distension, gaseous / Sign or Symptom","Abdominal distension, gaseous (finding) [A3329263/SNOMEDCT_US/FN/271835004]",,,,,,,1,zoloft,ssri,ADR,physiological
1438,zoloft.30,1,diarrhea,C0011991 / Diarrhea / Sign or Symptom,Diarrhea (finding) [A3393292/SNOMEDCT_US/FN/62315008],,,,,,,,,1,zoloft,ssri,ADR,physiological
1439,zoloft.30,1,wasn't able to sleep at all,C0424565 / Cannot sleep at all / Finding,Cannot sleep at all (finding) [A3337463/SNOMEDCT_US/FN/248255005],,,,,at all,,,,1,zoloft,ssri,ADR,physiological
1440,zoloft.31,1,gained weight,C0043094 / Weight Gain / Finding,Weight gain (finding) [A23454849/SNOMEDCT_US/FN/8943002],,,,,,,,,1,zoloft,ssri,ADR,physiological
1441,zoloft.31,1,moodswings,C0085633 / Mood swings / Mental or Behavioral Dysfunction,Mood swings (finding) [A3567084/SNOMEDCT_US/FN/18963009],,,,,,,,,1,zoloft,ssri,ADR,psychological
1442,zoloft.31,1,wasn't able to sleep at all,C0424565 / Cannot sleep at all / Finding,Cannot sleep at all (finding) [A3337463/SNOMEDCT_US/FN/248255005],,,,,at all,,,,1,zoloft,ssri,ADR,physiological
1443,zoloft.32,1,sexual dysfunction,C0549622 / Sexual Dysfunction / Disease or Syndrome,Sexual disorder (disorder) [A3703504/SNOMEDCT_US/FN/231532002],,,,,,,,,1,zoloft,ssri,ADR,physiological
1444,zoloft.32,1,no orgasm,C0234022 / Orgasm incapacity / Mental or Behavioral Dysfunction,Orgasm incapacity (finding) [A3603435/SNOMEDCT_US/FN/62607004],,,,,,,,,1,zoloft,ssri,ADR,physiological
1445,zoloft.32,1,very low libido,C0011124 / Decreased Libido / Sign or Symptom,Reduced libido (finding) [A3661386/SNOMEDCT_US/FN/8357008],,,,,very,,,,1,zoloft,ssri,ADR,physiological
1446,zoloft.32,1,persistent brain fog,C0859330 / Foggy feeling in head / Finding,No code,C0683369 / Clouded consciousness / Sign or Symptom,Clouded consciousness (finding) [A3360409/SNOMEDCT_US/FN/40917007],,,,persistent,,,1,zoloft,ssri,ADR,cognitive
1447,zoloft.32,2,acid reflux ,C0017168 / Gastroesophageal reflux disease / Disease or Syndrome,Acid reflux (finding) [A23450409/SNOMEDCT_US/FN/698065002],,,,,,,,,1,zoloft,ssri,ADR,physiological
1448,zoloft.34,1,muscle tension,C0427195 / Muscle Tension / Finding,Muscle tension (finding) [A3571103/SNOMEDCT_US/FN/250069006],,,,,,,,,2,zoloft,ssri,ADR,physiological
1449,zoloft.34,1,painful jaw clenching,C0424444 / Clenching teeth / Finding,Clenching teeth (finding) [A3356349/SNOMEDCT_US/FN/110302009],,,,,painful,,,,2,zoloft,ssri,ADR,physiological
1450,zoloft.35,2,minor gastrointestinal issues,C0017187 / Gastrointestinal problem / Finding,Gastrointestinal tract problem (finding) [A3472908/SNOMEDCT_US/FN/300439004],,,minor,,,,,,2,zoloft,ssri,ADR,physiological
1451,zoloft.35,4,tired,C0557875 / Tired / Sign or Symptom,Tired (finding) [A3756286/SNOMEDCT_US/FN/224960004],,,,,,,,,2,zoloft,ssri,ADR,physiological
1452,zoloft.35,4,headaches,C0018681 / Headache / Sign or Symptom,Headache (finding) [A3487586/SNOMEDCT_US/FN/25064002],,,,,,,,,2,zoloft,ssri,ADR,physiological
1453,zoloft.36,1,insomnia,C0917801 / Sleeplessness / Sign or Symptom,Insomnia (disorder) [A3517153/SNOMEDCT_US/FN/193462001],,,,,,,,,2,zoloft,ssri,ADR,physiological
1454,zoloft.36,1,no appetite ,C1971624 / Loss of appetite (finding) / Finding,Loss of appetite (finding) [A3543103/SNOMEDCT_US/FN/79890006],,,,,,,,,2,zoloft,ssri,ADR,physiological
1455,zoloft.36,1,anger ,C0002957 / Anger / Mental Process,Feeling angry (finding) [A3452793/SNOMEDCT_US/FN/75408008],,,,,,,,,2,zoloft,ssri,ADR,psychological
1456,zoloft.36,1,mania,C0564408 / Manic mood / Finding,Manic mood (finding) [A3889319/SNOMEDCT_US/FN/405273008],,,,,,,,,2,zoloft,ssri,ADR,psychological
1457,zoloft.36,1,crying spells ,C1822595 / Crying spells / Finding,No code,"C0438697 / Crying, excessive / Finding","Crying, excessive (finding) [A3377058/SNOMEDCT_US/FN/162213003]",,,,,,,2,zoloft,ssri,ADR,psychological
1458,zoloft.36,1,anxiety,C0003467 / Anxiety / Finding,Anxiety (finding) [A3654171/SNOMEDCT_US/FN/48694002],,,,,,,,,2,zoloft,ssri,ADR,psychological
1459,zoloft.36,2,have to take something to make me sleep,C0917801 / Sleeplessness / Sign or Symptom,Insomnia (disorder) [A3517153/SNOMEDCT_US/FN/193462001],,,,,,,,,2,zoloft,ssri,ADR,physiological
1460,zoloft.36,2,force myself to eat,C0232462 / Decrease in appetite / Finding,Decrease in appetite (finding) [A3382964/SNOMEDCT_US/FN/64379006],,,,,,,,,2,zoloft,ssri,ADR,physiological
1461,zoloft.36,4,feel so low,C0344315 / Depressed mood / Finding,Depressed mood (finding) [A16962685/SNOMEDCT_US/FN/366979004],,,,,,,,,2,zoloft,ssri,ADR,psychological
1462,zoloft.36,4,have to take dizapan to sleep,C0917801 / Sleeplessness / Sign or Symptom,Insomnia (disorder) [A3517153/SNOMEDCT_US/FN/193462001],,,,,,,,,2,zoloft,ssri,ADR,physiological
1463,zoloft.37,1,have never cut myself ,C0424366 / Self-harm / Injury or Poisoning ,Self-harm (finding) [A3699293/SNOMEDCT_US/FN/248061004],,,,,,,,,2,zoloft,ssri,ADR,psychological
1464,zoloft.37,2,cut my wrists,C0038663 / Suicide attempt / Finding,Suicide attempt (event) [A9416520/SNOMEDCT_US/FN/82313006],,,,,,,,,2,zoloft,ssri,ADR,psychological
1465,zoloft.37,3,more suicidal,C0438696 / Suicidal / Finding,Suicidal (finding) [A3738693/SNOMEDCT_US/FN/267073005],,,,,,,,,2,zoloft,ssri,ADR,psychological
1466,zoloft.37,4,unable to think,C0423994 / Unable to think clearly / Mental or Behavioral Dysfunction,Unable to think clearly (finding) [A3770500/SNOMEDCT_US/FN/247640008],,,,,,,,,2,zoloft,ssri,ADR,cognitive
1467,zoloft.37,4,unable to concentrate,C0235198 / Unable to concentrate / Finding,Unable to concentrate (finding) [A3770036/SNOMEDCT_US/FN/60032008],,,,,,,,,2,zoloft,ssri,ADR,cognitive
1468,zoloft.38,1,horrible isomnia,C0917801 / Sleeplessness / Sign or Symptom,Insomnia (disorder) [A3517153/SNOMEDCT_US/FN/193462001],,,,,horrible,,,,2,zoloft,ssri,ADR,physiological
1469,zoloft.38,1,felt like i was in a fog,C0859330 / Foggy feeling in head / Finding,No code,C0683369 / Clouded consciousness / Sign or Symptom,Clouded consciousness (finding) [A3360409/SNOMEDCT_US/FN/40917007],,,,,,,2,zoloft,ssri,ADR,cognitive
1470,zoloft.38,2,no libido,C2981158 / Lack of libido / Finding,Lack of libido (finding) [A3531164/SNOMEDCT_US/FN/248096004],,,,,,,,,2,zoloft,ssri,ADR,physiological
1471,zoloft.38,2,no orgasms,C0234022 / Orgasm incapacity / Mental or Behavioral Dysfunction,Orgasm incapacity (finding) [A3603435/SNOMEDCT_US/FN/62607004],,,,,,,,,2,zoloft,ssri,ADR,physiological
